Source File,Page,Has_Text,Has_Order_Header,Used_OCR
126.pdf,3,True,True,False
126.pdf,4,True,True,False
126.pdf,5,True,True,False
126.pdf,6,True,True,False
126.pdf,7,True,False,True
126.pdf,8,True,True,False
126.pdf,9,True,True,False
126.pdf,10,True,True,False
126.pdf,11,True,True,False
126.pdf,12,True,True,False
126.pdf,13,True,True,False
126.pdf,14,True,True,False
126.pdf,15,True,True,False
126.pdf,16,True,True,False
126.pdf,17,True,True,False
126.pdf,18,True,True,False
126.pdf,19,True,True,False
126.pdf,20,True,True,False
126.pdf,21,True,True,False
126.pdf,22,True,True,False
126.pdf,23,True,True,False
126.pdf,24,True,True,False
126.pdf,25,True,True,False
126.pdf,26,True,True,False
126.pdf,27,True,True,False
126.pdf,28,True,True,False
126.pdf,29,True,True,False
126.pdf,30,True,True,False
126.pdf,31,True,True,False
126.pdf,32,True,True,False
126.pdf,33,True,True,False
126.pdf,34,True,True,False
126.pdf,35,True,True,False
126.pdf,36,True,True,False
126.pdf,37,True,True,False
126.pdf,38,True,True,False
126.pdf,39,True,True,False
126.pdf,40,True,True,False
126.pdf,41,True,True,False
126.pdf,42,True,True,False
126.pdf,43,True,True,False
126.pdf,44,True,True,False
126.pdf,45,True,True,False
126.pdf,46,True,True,False
126.pdf,47,True,True,False
126.pdf,48,True,True,False
126.pdf,49,True,True,False
126.pdf,50,True,True,False
126.pdf,51,True,True,False
126.pdf,52,True,True,False
126.pdf,53,True,True,False
126.pdf,54,True,True,False
126.pdf,55,True,True,False
126.pdf,56,True,True,False
126.pdf,57,True,True,False
126.pdf,58,True,True,False
126.pdf,59,True,True,False
126.pdf,60,True,True,False
126.pdf,61,True,True,False
126.pdf,62,True,True,False
126.pdf,63,True,True,False
126.pdf,64,True,True,False
126.pdf,65,True,True,False
126.pdf,66,True,True,False
126.pdf,67,True,True,False
126.pdf,68,True,True,False
126.pdf,69,True,True,False
126.pdf,70,True,True,False
126.pdf,71,True,True,False
126.pdf,72,True,True,False
126.pdf,73,True,True,False
126.pdf,74,True,True,False
126.pdf,75,True,True,False
126.pdf,76,True,True,False
126.pdf,77,True,True,False
126.pdf,78,True,True,False
126.pdf,79,True,True,False
126.pdf,80,True,True,False
126.pdf,81,True,True,False
127.pdf,1,True,True,False
127.pdf,2,True,True,False
127.pdf,3,True,True,False
127.pdf,4,True,True,False
127.pdf,5,True,True,False
127.pdf,6,True,True,False
127.pdf,7,True,True,False
127.pdf,8,True,True,False
127.pdf,9,True,True,False
127.pdf,10,True,True,False
127.pdf,11,False,False,False
127.pdf,12,True,True,False
127.pdf,13,True,True,False
127.pdf,14,True,True,False
127.pdf,15,True,True,False
127.pdf,16,True,True,False
127.pdf,17,True,True,False
127.pdf,18,True,True,False
127.pdf,19,True,True,False
127.pdf,20,True,True,False
127.pdf,21,True,True,False
127.pdf,22,True,True,False
127.pdf,23,True,True,False
127.pdf,24,True,True,False
127.pdf,25,True,True,False
127.pdf,26,True,True,False
127.pdf,27,True,True,False
127.pdf,28,True,True,False
127.pdf,29,True,True,False
127.pdf,30,True,True,False
127.pdf,31,True,True,False
127.pdf,32,True,True,False
127.pdf,33,True,True,False
127.pdf,34,True,True,False
127.pdf,35,True,True,False
127.pdf,36,True,True,False
127.pdf,37,True,True,False
127.pdf,38,True,True,False
127.pdf,39,True,True,False
127.pdf,40,True,True,False
127.pdf,41,True,True,False
127.pdf,42,True,True,False
127.pdf,43,True,True,False
127.pdf,44,True,True,False
127.pdf,45,True,True,False
127.pdf,46,True,True,False
127.pdf,47,True,True,False
127.pdf,48,True,True,False
127.pdf,49,True,True,False
127.pdf,50,True,True,False
127.pdf,51,True,True,False
127.pdf,52,True,True,False
127.pdf,53,True,True,False
127.pdf,54,True,True,False
127.pdf,55,True,True,False
127.pdf,56,True,True,False
127.pdf,57,True,True,False
127.pdf,58,True,True,False
127.pdf,59,True,True,False
127.pdf,60,True,True,False
127.pdf,61,True,True,False
127.pdf,62,True,True,False
127.pdf,63,True,True,False
127.pdf,64,True,True,False
127.pdf,65,True,True,False
127.pdf,66,True,True,False
127.pdf,67,True,True,False
127.pdf,68,True,True,False
127.pdf,69,True,True,False
127.pdf,70,True,True,False
127.pdf,71,True,True,False
127.pdf,72,True,True,False
127.pdf,73,True,True,False
127.pdf,74,True,True,False
127.pdf,75,True,True,False
127.pdf,76,True,True,False
127.pdf,77,True,True,False
127.pdf,78,True,True,False
127.pdf,79,True,True,False
127.pdf,80,True,True,False
127.pdf,81,True,False,True
127.pdf,82,True,True,False
128.pdf,1,True,True,False
128.pdf,2,True,True,False
128.pdf,3,True,True,False
128.pdf,4,True,True,False
128.pdf,5,True,True,False
128.pdf,6,True,True,False
128.pdf,7,True,True,False
128.pdf,8,True,False,True
128.pdf,9,True,True,False
128.pdf,10,True,True,False
128.pdf,11,True,True,False
128.pdf,12,True,True,False
128.pdf,13,True,True,False
128.pdf,14,True,True,False
128.pdf,15,True,True,False
128.pdf,16,True,True,False
128.pdf,17,True,True,False
128.pdf,18,True,True,False
128.pdf,19,True,True,False
128.pdf,20,True,True,False
128.pdf,21,True,True,False
128.pdf,22,True,True,False
128.pdf,23,True,True,False
128.pdf,24,True,True,False
128.pdf,25,True,True,False
128.pdf,26,True,True,False
128.pdf,27,True,True,False
128.pdf,28,True,True,False
128.pdf,29,True,True,False
128.pdf,30,True,True,False
128.pdf,31,True,True,False
128.pdf,32,True,True,False
128.pdf,33,True,True,False
128.pdf,34,True,True,False
128.pdf,35,True,True,False
128.pdf,36,True,True,False
128.pdf,37,True,True,False
128.pdf,38,True,True,False
128.pdf,39,False,False,False
128.pdf,40,True,True,False
128.pdf,41,True,True,False
128.pdf,42,True,True,False
128.pdf,43,True,True,False
128.pdf,44,True,True,False
128.pdf,45,True,True,False
128.pdf,46,True,True,False
128.pdf,47,True,True,False
128.pdf,48,True,True,False
128.pdf,49,True,True,False
128.pdf,50,True,True,False
128.pdf,51,True,True,False
128.pdf,52,True,True,False
128.pdf,53,True,True,False
128.pdf,54,True,True,False
128.pdf,55,True,True,False
128.pdf,56,True,True,False
128.pdf,57,True,True,False
128.pdf,58,True,True,False
128.pdf,59,True,True,False
128.pdf,60,True,True,False
128.pdf,61,True,True,False
128.pdf,62,True,True,False
128.pdf,63,True,True,False
128.pdf,64,True,True,False
128.pdf,65,True,True,False
128.pdf,66,True,True,False
128.pdf,67,True,True,False
128.pdf,68,True,True,False
128.pdf,69,True,True,False
128.pdf,70,True,True,False
128.pdf,71,True,True,False
128.pdf,72,True,True,False
128.pdf,73,True,True,False
128.pdf,74,True,True,False
128.pdf,75,True,True,False
128.pdf,76,True,True,False
128.pdf,77,True,True,False
128.pdf,78,True,True,False
128.pdf,79,True,True,False
128.pdf,80,True,True,False
128.pdf,81,True,True,False
128.pdf,82,True,True,False
13.pdf,1,True,True,False
13.pdf,2,True,True,False
13.pdf,3,True,True,False
13.pdf,4,True,True,False
13.pdf,5,True,True,False
13.pdf,6,True,True,False
13.pdf,7,True,True,False
13.pdf,8,True,False,True
13.pdf,9,True,True,False
13.pdf,10,True,True,False
13.pdf,11,True,True,False
13.pdf,12,True,True,False
13.pdf,13,True,True,False
13.pdf,14,True,True,False
13.pdf,15,True,True,False
13.pdf,16,True,True,False
13.pdf,17,True,True,False
13.pdf,18,True,True,False
13.pdf,19,True,True,False
13.pdf,20,True,True,False
13.pdf,21,True,True,False
13.pdf,22,True,True,False
13.pdf,23,True,True,False
13.pdf,24,True,True,False
13.pdf,25,True,True,False
13.pdf,26,True,True,False
13.pdf,27,True,True,False
13.pdf,28,True,True,False
13.pdf,29,True,True,False
13.pdf,30,True,True,False
13.pdf,31,True,True,False
13.pdf,32,True,True,False
13.pdf,33,True,True,False
13.pdf,34,True,True,False
13.pdf,35,True,True,False
13.pdf,36,True,True,False
13.pdf,37,True,True,False
13.pdf,38,True,True,False
13.pdf,39,True,True,False
13.pdf,40,True,True,False
13.pdf,41,True,True,False
13.pdf,42,True,True,False
13.pdf,43,True,True,False
13.pdf,44,True,True,False
13.pdf,45,True,True,False
13.pdf,46,True,True,False
13.pdf,47,True,True,False
13.pdf,48,True,True,False
13.pdf,49,True,True,False
13.pdf,50,True,True,False
13.pdf,51,True,True,False
13.pdf,52,False,False,False
13.pdf,53,True,True,False
13.pdf,54,True,True,False
13.pdf,55,True,True,False
13.pdf,56,True,True,False
13.pdf,57,True,True,False
13.pdf,58,True,True,False
13.pdf,59,True,True,False
13.pdf,60,True,True,False
13.pdf,61,True,True,False
13.pdf,62,True,True,False
13.pdf,63,True,True,False
13.pdf,64,True,True,False
13.pdf,65,True,True,False
13.pdf,66,True,True,False
13.pdf,67,True,True,False
13.pdf,68,True,True,False
13.pdf,69,True,True,False
13.pdf,70,True,True,False
13.pdf,71,True,True,False
13.pdf,72,True,True,False
13.pdf,73,True,True,False
13.pdf,74,True,True,False
13.pdf,75,True,True,False
13.pdf,76,True,True,False
13.pdf,77,True,True,False
13.pdf,78,True,True,False
13.pdf,79,True,True,False
13.pdf,80,True,True,False
13.pdf,81,True,True,False
13.pdf,82,True,True,False
14.pdf,1,True,True,False
14.pdf,2,True,True,False
14.pdf,3,True,True,False
14.pdf,4,True,True,False
14.pdf,5,True,True,False
14.pdf,6,True,True,False
14.pdf,7,True,True,False
14.pdf,8,True,True,False
14.pdf,9,True,True,False
14.pdf,10,True,True,False
14.pdf,11,True,True,False
14.pdf,12,True,True,False
14.pdf,13,True,True,False
14.pdf,14,True,True,False
14.pdf,15,True,True,False
14.pdf,16,True,False,True
14.pdf,17,True,True,False
14.pdf,18,True,False,True
14.pdf,19,True,True,False
14.pdf,20,True,True,False
14.pdf,21,True,True,False
14.pdf,22,True,True,False
14.pdf,23,True,True,False
14.pdf,24,True,True,False
14.pdf,25,True,True,False
14.pdf,26,True,True,False
14.pdf,27,True,True,False
14.pdf,28,True,True,False
14.pdf,29,True,True,False
14.pdf,30,True,True,False
14.pdf,31,True,True,False
14.pdf,32,True,True,False
14.pdf,33,True,True,False
14.pdf,34,True,True,False
14.pdf,35,True,True,False
14.pdf,36,True,True,False
14.pdf,37,True,True,False
14.pdf,38,True,True,False
14.pdf,39,True,True,False
14.pdf,40,True,True,False
14.pdf,41,True,True,False
14.pdf,42,True,True,False
14.pdf,43,True,True,False
14.pdf,44,True,True,False
14.pdf,45,True,True,False
14.pdf,46,True,True,False
14.pdf,47,True,True,False
14.pdf,48,True,True,False
14.pdf,49,True,True,False
14.pdf,50,True,True,False
14.pdf,51,True,True,False
14.pdf,52,True,True,False
14.pdf,53,True,True,False
14.pdf,54,True,True,False
14.pdf,55,True,True,False
14.pdf,56,True,True,False
14.pdf,57,True,False,True
14.pdf,58,True,True,False
14.pdf,59,True,True,False
14.pdf,60,True,True,False
14.pdf,61,True,True,False
14.pdf,62,True,True,False
14.pdf,63,True,True,False
14.pdf,64,True,True,False
14.pdf,65,True,True,False
14.pdf,66,True,True,False
14.pdf,67,True,True,False
14.pdf,68,True,True,False
14.pdf,69,True,True,False
14.pdf,70,True,True,False
14.pdf,71,True,True,False
14.pdf,72,True,True,False
14.pdf,73,True,True,False
14.pdf,74,True,True,False
14.pdf,75,True,True,False
14.pdf,76,True,True,False
14.pdf,77,True,True,False
14.pdf,78,True,True,False
14.pdf,79,True,True,False
14.pdf,80,True,True,False
14.pdf,81,True,True,False
14.pdf,82,True,True,False
14.pdf,83,True,True,False
15.pdf,1,True,True,False
15.pdf,2,True,True,False
15.pdf,3,True,True,False
15.pdf,4,True,True,False
15.pdf,5,True,True,False
15.pdf,6,True,True,False
15.pdf,7,True,True,False
15.pdf,8,True,True,False
15.pdf,9,True,True,False
15.pdf,10,True,True,False
15.pdf,11,True,True,False
15.pdf,12,True,True,False
15.pdf,13,True,True,False
15.pdf,14,True,True,False
15.pdf,15,True,True,False
15.pdf,16,True,True,False
15.pdf,17,True,True,False
15.pdf,18,True,True,False
15.pdf,19,True,True,False
15.pdf,20,True,True,False
15.pdf,21,True,True,False
15.pdf,22,True,True,False
15.pdf,23,True,True,False
15.pdf,24,True,True,False
15.pdf,25,True,True,False
15.pdf,26,True,True,False
15.pdf,27,True,True,False
15.pdf,28,True,True,False
15.pdf,29,True,True,False
15.pdf,30,True,True,False
15.pdf,31,True,True,False
15.pdf,32,True,True,False
15.pdf,33,True,True,False
15.pdf,34,True,True,False
15.pdf,35,True,True,False
15.pdf,36,True,True,False
15.pdf,37,True,True,False
15.pdf,38,True,True,False
15.pdf,39,True,True,False
15.pdf,40,True,True,False
15.pdf,41,True,True,False
15.pdf,42,True,True,False
15.pdf,43,True,True,False
15.pdf,44,True,True,False
15.pdf,45,True,True,False
15.pdf,46,True,True,False
15.pdf,47,True,True,False
15.pdf,48,True,True,False
15.pdf,49,True,True,False
15.pdf,50,True,True,False
15.pdf,51,True,True,False
15.pdf,52,True,True,False
15.pdf,53,True,True,False
15.pdf,54,True,True,False
15.pdf,55,True,True,False
15.pdf,56,True,True,False
15.pdf,57,True,True,False
15.pdf,58,True,True,False
15.pdf,59,True,True,False
15.pdf,60,True,True,False
15.pdf,61,True,True,False
15.pdf,62,True,True,False
15.pdf,63,True,True,False
15.pdf,64,True,True,False
15.pdf,65,True,True,False
15.pdf,66,True,True,False
15.pdf,67,True,True,False
15.pdf,68,True,True,False
15.pdf,69,True,True,False
15.pdf,70,True,True,False
15.pdf,71,True,True,False
15.pdf,72,True,True,False
15.pdf,73,True,True,False
15.pdf,74,True,True,False
15.pdf,75,True,True,False
15.pdf,76,True,True,False
15.pdf,77,True,True,False
15.pdf,78,True,True,False
15.pdf,79,True,True,False
15.pdf,80,True,True,False
16.pdf,1,True,True,False
16.pdf,2,True,True,False
16.pdf,3,True,True,False
16.pdf,4,True,True,False
16.pdf,5,True,True,False
16.pdf,6,True,False,True
16.pdf,7,True,True,False
16.pdf,8,True,True,False
16.pdf,9,True,True,False
16.pdf,10,True,True,False
16.pdf,11,True,True,False
16.pdf,12,True,True,False
16.pdf,13,True,True,False
16.pdf,14,True,True,False
16.pdf,15,True,True,False
16.pdf,16,True,True,False
16.pdf,17,True,True,False
16.pdf,18,True,True,False
16.pdf,19,True,True,False
16.pdf,20,True,True,False
16.pdf,21,True,True,False
16.pdf,22,True,True,False
16.pdf,23,True,True,False
16.pdf,24,True,True,False
16.pdf,25,True,True,False
16.pdf,26,True,True,False
16.pdf,27,True,True,False
16.pdf,28,True,True,False
16.pdf,29,True,True,False
16.pdf,30,True,True,False
16.pdf,31,True,True,False
16.pdf,32,True,True,False
16.pdf,33,True,True,False
16.pdf,34,True,True,False
16.pdf,35,True,True,False
16.pdf,36,True,True,False
16.pdf,37,True,True,False
16.pdf,38,True,True,False
16.pdf,39,True,True,False
16.pdf,40,True,True,False
16.pdf,41,True,True,False
16.pdf,42,True,True,False
16.pdf,43,True,True,False
16.pdf,44,True,True,False
16.pdf,45,True,True,False
16.pdf,46,True,True,False
16.pdf,47,True,True,False
16.pdf,48,True,True,False
16.pdf,49,True,True,False
16.pdf,50,True,True,False
16.pdf,51,True,True,False
16.pdf,52,True,True,False
16.pdf,53,True,True,False
16.pdf,54,True,True,False
16.pdf,55,True,True,False
16.pdf,56,True,True,False
16.pdf,57,True,True,False
16.pdf,58,True,True,False
16.pdf,59,True,True,False
16.pdf,60,True,True,False
16.pdf,61,True,True,False
16.pdf,62,True,True,False
16.pdf,63,True,True,False
16.pdf,64,True,True,False
16.pdf,65,True,True,False
16.pdf,66,True,True,False
16.pdf,67,True,True,False
16.pdf,68,True,True,False
16.pdf,69,True,True,False
16.pdf,70,True,True,False
16.pdf,71,True,True,False
16.pdf,72,True,True,False
16.pdf,73,True,True,False
16.pdf,74,True,True,False
16.pdf,75,True,True,False
16.pdf,76,True,True,False
16.pdf,77,True,True,False
16.pdf,78,True,True,False
16.pdf,79,True,True,False
16.pdf,80,True,True,False
16.pdf,81,True,True,False
17.pdf,1,True,True,False
17.pdf,2,True,True,False
17.pdf,3,True,True,False
17.pdf,4,True,True,False
17.pdf,5,True,True,False
17.pdf,6,True,True,False
17.pdf,7,True,True,False
17.pdf,8,True,True,False
17.pdf,9,True,True,False
17.pdf,10,True,True,False
17.pdf,11,True,True,False
17.pdf,12,True,True,False
17.pdf,13,True,True,False
17.pdf,14,True,True,False
17.pdf,15,True,True,False
17.pdf,16,True,True,False
17.pdf,17,True,True,False
17.pdf,18,True,True,False
17.pdf,19,True,True,False
17.pdf,20,True,True,False
17.pdf,21,True,True,False
17.pdf,22,True,True,False
17.pdf,23,True,True,False
17.pdf,24,True,True,False
17.pdf,25,True,True,False
17.pdf,26,True,True,False
17.pdf,27,True,True,False
17.pdf,28,True,True,False
17.pdf,29,True,True,False
17.pdf,30,True,True,False
17.pdf,31,True,True,False
17.pdf,32,True,True,False
17.pdf,33,True,True,False
17.pdf,34,True,True,False
17.pdf,35,True,True,False
17.pdf,36,True,True,False
17.pdf,37,True,True,False
17.pdf,38,True,True,False
17.pdf,39,True,True,False
17.pdf,40,True,True,False
17.pdf,41,True,True,False
17.pdf,42,True,True,False
17.pdf,43,True,True,False
17.pdf,44,True,True,False
17.pdf,45,True,True,False
17.pdf,46,True,True,False
17.pdf,47,True,True,False
17.pdf,48,True,True,False
17.pdf,49,True,True,False
17.pdf,50,True,True,False
17.pdf,51,True,True,False
17.pdf,52,True,True,False
17.pdf,53,True,True,False
17.pdf,54,True,True,False
17.pdf,55,True,True,False
17.pdf,56,True,True,False
17.pdf,57,True,True,False
17.pdf,58,True,True,False
17.pdf,59,True,True,False
17.pdf,60,True,True,False
17.pdf,61,True,True,False
17.pdf,62,True,True,False
17.pdf,63,True,True,False
17.pdf,64,True,True,False
17.pdf,65,True,True,False
17.pdf,66,True,True,False
17.pdf,67,True,True,False
17.pdf,68,True,True,False
17.pdf,69,True,True,False
17.pdf,70,True,True,False
17.pdf,71,True,True,False
17.pdf,72,True,True,False
17.pdf,73,True,True,False
17.pdf,74,True,True,False
17.pdf,75,True,True,False
17.pdf,76,True,True,False
17.pdf,77,True,True,False
17.pdf,78,True,True,False
17.pdf,79,True,True,False
17.pdf,80,True,True,False
18.pdf,1,True,True,False
18.pdf,2,True,True,False
18.pdf,3,True,True,False
18.pdf,4,True,True,False
18.pdf,5,True,True,False
18.pdf,6,True,True,False
18.pdf,7,True,True,False
18.pdf,8,True,True,False
18.pdf,9,True,True,False
18.pdf,10,True,True,False
18.pdf,11,True,True,False
18.pdf,12,True,True,False
18.pdf,13,True,True,False
18.pdf,14,True,True,False
18.pdf,15,True,False,True
18.pdf,16,True,True,False
18.pdf,17,True,True,False
18.pdf,18,True,True,False
18.pdf,19,True,True,False
18.pdf,20,True,True,False
18.pdf,21,True,True,False
18.pdf,22,True,True,False
18.pdf,23,True,True,False
18.pdf,24,True,True,False
18.pdf,25,True,True,False
18.pdf,26,True,True,False
18.pdf,27,True,True,False
18.pdf,28,True,True,False
18.pdf,29,True,True,False
18.pdf,30,True,True,False
18.pdf,31,True,True,False
18.pdf,32,True,True,False
18.pdf,33,True,True,False
18.pdf,34,True,True,False
18.pdf,35,True,True,False
18.pdf,36,True,True,False
18.pdf,37,True,True,False
18.pdf,38,True,True,False
18.pdf,39,True,True,False
18.pdf,40,True,True,False
18.pdf,41,True,True,False
18.pdf,42,True,True,False
18.pdf,43,True,True,False
18.pdf,44,True,True,False
18.pdf,45,True,True,False
18.pdf,46,True,True,False
18.pdf,47,True,True,False
18.pdf,48,True,True,False
18.pdf,49,True,True,False
18.pdf,50,True,True,False
18.pdf,51,True,True,False
18.pdf,52,True,True,False
18.pdf,53,True,True,False
18.pdf,54,True,True,False
18.pdf,55,True,True,False
18.pdf,56,True,True,False
18.pdf,57,True,True,False
18.pdf,58,True,True,False
18.pdf,59,True,True,False
18.pdf,60,True,True,False
18.pdf,61,True,True,False
18.pdf,62,True,True,False
18.pdf,63,True,True,False
18.pdf,64,True,True,False
18.pdf,65,True,True,False
18.pdf,66,True,True,False
18.pdf,67,True,True,False
18.pdf,68,True,True,False
18.pdf,69,True,True,False
18.pdf,70,True,True,False
18.pdf,71,True,True,False
18.pdf,72,True,True,False
18.pdf,73,True,True,False
18.pdf,74,True,True,False
18.pdf,75,True,True,False
18.pdf,76,True,True,False
18.pdf,77,True,True,False
18.pdf,78,True,True,False
18.pdf,79,True,True,False
18.pdf,80,True,True,False
18.pdf,81,True,True,False
19.pdf,1,True,True,False
19.pdf,2,True,True,False
19.pdf,3,True,True,False
19.pdf,4,True,True,False
19.pdf,5,True,True,False
19.pdf,6,True,True,False
19.pdf,7,True,True,False
19.pdf,8,True,True,False
19.pdf,9,True,True,False
19.pdf,10,True,True,False
19.pdf,11,True,True,False
19.pdf,12,True,True,False
19.pdf,13,True,True,False
19.pdf,14,True,True,False
19.pdf,15,True,True,False
19.pdf,16,True,True,False
19.pdf,17,True,True,False
19.pdf,18,True,True,False
19.pdf,19,True,True,False
19.pdf,20,True,True,False
19.pdf,21,True,True,False
19.pdf,22,True,True,False
19.pdf,23,True,True,False
19.pdf,24,True,True,False
19.pdf,25,True,True,False
19.pdf,26,True,True,False
19.pdf,27,True,True,False
19.pdf,28,True,True,False
19.pdf,29,True,True,False
19.pdf,30,True,True,False
19.pdf,31,True,True,False
19.pdf,32,True,True,False
19.pdf,33,True,True,False
19.pdf,34,True,True,False
19.pdf,35,True,True,False
19.pdf,36,True,True,False
19.pdf,37,True,True,False
19.pdf,38,True,True,False
19.pdf,39,True,True,False
19.pdf,40,True,True,False
19.pdf,41,True,True,False
19.pdf,42,True,True,False
19.pdf,43,True,True,False
19.pdf,44,True,True,False
19.pdf,45,True,True,False
19.pdf,46,True,True,False
19.pdf,47,True,True,False
19.pdf,48,True,True,False
19.pdf,49,True,True,False
19.pdf,50,True,True,False
19.pdf,51,True,True,False
19.pdf,52,True,True,False
19.pdf,53,True,True,False
19.pdf,54,True,True,False
19.pdf,55,True,True,False
19.pdf,56,True,True,False
19.pdf,57,True,True,False
19.pdf,58,True,True,False
19.pdf,59,True,True,False
19.pdf,60,True,True,False
19.pdf,61,True,True,False
19.pdf,62,True,True,False
19.pdf,63,True,True,False
19.pdf,64,True,True,False
19.pdf,65,True,True,False
19.pdf,66,True,True,False
19.pdf,67,True,True,False
19.pdf,68,True,True,False
19.pdf,69,True,True,False
19.pdf,70,True,True,False
19.pdf,71,True,True,False
19.pdf,72,True,True,False
19.pdf,73,True,True,False
19.pdf,74,True,True,False
19.pdf,75,True,True,False
19.pdf,76,True,True,False
19.pdf,77,True,True,False
19.pdf,78,True,True,False
19.pdf,79,True,True,False
19.pdf,80,True,True,False
2.pdf,1,True,True,False
2.pdf,2,True,True,False
2.pdf,3,True,True,False
2.pdf,4,True,True,False
2.pdf,5,True,True,False
2.pdf,6,True,True,False
2.pdf,7,True,True,False
2.pdf,8,True,True,False
2.pdf,9,True,True,False
2.pdf,10,True,True,False
2.pdf,11,True,True,False
2.pdf,12,True,True,False
2.pdf,13,True,True,False
2.pdf,14,True,True,False
2.pdf,15,True,True,False
2.pdf,16,True,True,False
2.pdf,17,True,True,False
2.pdf,18,True,True,False
2.pdf,19,True,True,False
2.pdf,20,True,True,False
2.pdf,21,True,True,False
2.pdf,22,True,True,False
2.pdf,23,True,True,False
2.pdf,24,True,True,False
2.pdf,25,True,True,False
2.pdf,26,True,True,False
2.pdf,27,True,True,False
2.pdf,28,True,True,False
2.pdf,29,True,True,False
2.pdf,30,True,False,True
2.pdf,31,True,True,False
2.pdf,32,True,True,False
2.pdf,33,True,True,False
2.pdf,34,True,True,False
2.pdf,35,True,True,False
2.pdf,36,True,True,False
2.pdf,37,True,True,False
2.pdf,38,True,True,False
2.pdf,39,True,True,False
2.pdf,40,True,True,False
2.pdf,41,True,True,False
2.pdf,42,True,True,False
2.pdf,43,True,True,False
2.pdf,44,True,True,False
2.pdf,45,True,True,False
2.pdf,46,True,True,False
2.pdf,47,True,True,False
2.pdf,48,True,True,False
2.pdf,49,True,True,False
2.pdf,50,True,True,False
2.pdf,51,True,True,False
2.pdf,52,True,True,False
2.pdf,53,True,True,False
2.pdf,54,True,True,False
2.pdf,55,True,True,False
2.pdf,56,True,True,False
2.pdf,57,True,True,False
2.pdf,58,True,True,False
2.pdf,59,True,True,False
2.pdf,60,True,True,False
2.pdf,61,True,True,False
2.pdf,62,True,True,False
2.pdf,63,True,True,False
2.pdf,64,True,True,False
2.pdf,65,True,True,False
2.pdf,66,True,True,False
2.pdf,67,True,True,False
2.pdf,68,True,True,False
2.pdf,69,True,True,False
2.pdf,70,True,True,False
2.pdf,71,True,True,False
2.pdf,72,True,True,False
2.pdf,73,True,True,False
2.pdf,74,True,True,False
2.pdf,75,True,True,False
2.pdf,76,True,True,False
2.pdf,77,True,True,False
2.pdf,78,True,True,False
2.pdf,79,True,True,False
2.pdf,80,True,True,False
2.pdf,81,True,True,False
20.pdf,1,True,True,False
20.pdf,2,True,True,False
20.pdf,3,True,True,False
20.pdf,4,True,True,False
20.pdf,5,True,True,False
20.pdf,6,True,True,False
20.pdf,7,True,True,False
20.pdf,8,True,True,False
20.pdf,9,True,True,False
20.pdf,10,True,True,False
20.pdf,11,True,True,False
20.pdf,12,True,True,False
20.pdf,13,True,True,False
20.pdf,14,True,True,False
20.pdf,15,True,True,False
20.pdf,16,True,True,False
20.pdf,17,True,True,False
20.pdf,18,True,True,False
20.pdf,19,True,True,False
20.pdf,20,True,True,False
20.pdf,21,True,True,False
20.pdf,22,True,True,False
20.pdf,23,True,True,False
20.pdf,24,True,True,False
20.pdf,25,True,True,False
20.pdf,26,True,True,False
20.pdf,27,True,True,False
20.pdf,28,True,True,False
20.pdf,29,True,True,False
20.pdf,30,True,True,False
20.pdf,31,True,True,False
20.pdf,32,True,True,False
20.pdf,33,True,True,False
20.pdf,34,True,True,False
20.pdf,35,True,True,False
20.pdf,36,True,True,False
20.pdf,37,True,True,False
20.pdf,38,True,True,False
20.pdf,39,True,True,False
20.pdf,40,True,True,False
20.pdf,41,False,False,False
20.pdf,42,True,True,False
20.pdf,43,True,True,False
20.pdf,44,True,True,False
20.pdf,45,True,True,False
20.pdf,46,True,True,False
20.pdf,47,True,True,False
20.pdf,48,True,True,False
20.pdf,49,True,True,False
20.pdf,50,True,True,False
20.pdf,51,True,True,False
20.pdf,52,True,True,False
20.pdf,53,True,True,False
20.pdf,54,True,True,False
20.pdf,55,True,True,False
20.pdf,56,True,True,False
20.pdf,57,True,True,False
20.pdf,58,True,True,False
20.pdf,59,True,True,False
20.pdf,60,True,True,False
20.pdf,61,True,True,False
20.pdf,62,True,True,False
20.pdf,63,True,True,False
20.pdf,64,True,True,False
20.pdf,65,True,True,False
20.pdf,66,True,True,False
20.pdf,67,True,True,False
20.pdf,68,True,True,False
20.pdf,69,True,True,False
20.pdf,70,True,True,False
20.pdf,71,True,True,False
20.pdf,72,True,True,False
20.pdf,73,True,True,False
20.pdf,74,True,True,False
20.pdf,75,True,True,False
20.pdf,76,True,True,False
20.pdf,77,True,True,False
20.pdf,78,True,True,False
20.pdf,79,True,True,False
20.pdf,80,True,True,False
20.pdf,81,True,True,False
21.pdf,1,True,True,False
21.pdf,2,True,True,False
21.pdf,3,True,True,False
21.pdf,4,True,True,False
21.pdf,5,True,True,False
21.pdf,6,True,True,False
21.pdf,7,True,True,False
21.pdf,8,True,True,False
21.pdf,9,True,True,False
21.pdf,10,True,True,False
21.pdf,11,True,True,False
21.pdf,12,True,True,False
21.pdf,13,True,True,False
21.pdf,14,False,False,False
21.pdf,15,True,True,False
21.pdf,16,True,True,False
21.pdf,17,True,True,False
21.pdf,18,True,True,False
21.pdf,19,True,True,False
21.pdf,20,True,True,False
21.pdf,21,True,True,False
21.pdf,22,True,True,False
21.pdf,23,True,True,False
21.pdf,24,True,True,False
21.pdf,25,True,True,False
